,Ngành,Tổng số,YOY,Date
281,"Nông, lâm nghiệp và thủy sản",156016.90966242264,4.007539612366813,2021-09-29
282,Nông nghiệp,116001.54164544868,3.665093832795037,2021-09-29
283,Lâm nghiệp,6537.97083064686,4.009328772464585,2021-09-29
284,Thủy sản,33477.39718632708,5.032367358530763,2021-09-29
285,Công nghiệp và xây dựng,450933.1943209955,10.359445168696936,2021-09-29
286,Công nghiệp,370299.7199961913,11.178156141945152,2021-09-29
287,Khai khoáng,38261.13027959816,-4.6809321383318405,2021-09-29
288,"Công nghiệp chế biến, chế tạo",283026.53168470936,13.352709618284436,2021-09-29
289,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",41920.968302782785,12.82881825357751,2021-09-29
290,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",7091.08972910098,7.845006707143924,2021-09-29
291,Xây dựng,80633.47432480415,6.519390946954374,2021-09-29
292,Dịch vụ,481370.5966442115,4.2206013845476065,2021-09-29
293,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",87102.53411338851,4.648507367806559,2021-09-29
294,"Vận tải, kho bãi",55038.781551455344,-0.10950846280321969,2021-09-29
295,Dịch vụ lưu trú và ăn uống,13242.302417690293,-4.470394119192761,2021-09-29
296,Thông tin và truyền thông,69970.98937746303,5.306108754308994,2021-09-29
297,"Hoạt động tài chính, ngân hàng và bảo hiểm",67817.65640668983,9.496231788104097,2021-09-29
298,Hoạt động kinh doanh bất động sản,41912.98598608043,4.177712384471533,2021-09-29
299,"Hoạt động chuyên môn, khoa học và công nghệ",35002.81147613966,6.5320438591314485,2021-09-29
300,Hoạt động hành chính và dịch vụ hỗ trợ,11168.221589840767,0.8557433549785145,2021-09-29
301,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",25454.875134905342,3.3667975895392175,2021-09-29
302,Giáo dục và đào tạo,39992.86142817815,4.444162825579838,2021-09-29
303,Y tế và hoạt động trợ giúp xã hội,19509.146290968092,13.713286602164246,2021-09-29
304,"Nghệ thuật, vui chơi và giải trí",8587.332779942726,-4.307296922920443,2021-09-29
305,Hoạt động dịch vụ khác,5204.230211858134,0.9386916233973892,2021-09-29
306,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1365.8678796111817,4.387868234250192,2021-09-29
307,Thuế sản phẩm trừ trợ cấp sản phẩm,112745.25396013714,5.26151105183483,2021-09-29
308,TỔNG SỐ,1248813,4.65043726396992,2021-06-29
309,"Nông, lâm nghiệp và thủy sản",137147,3.508361802767851,2021-06-29
310,Nông nghiệp,97464,3.551238912575144,2021-06-29
311,Lâm nghiệp,6772,3.82218186321046,2021-06-29
312,Thủy sản,32911,3.251557516626562,2021-06-29
313,Công nghiệp và xây dựng,478718,6.327061169791136,2021-06-29
314,Công nghiệp,398758,6.291114896622176,2021-06-29
315,Khai khoáng,38207,-8.543256248347873,2021-06-29
316,"Công nghiệp chế biến, chế tạo",308302,8.900785733514766,2021-06-29
317,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",45593,4.320999999999998,2021-06-29
318,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",6656,5.3770816577512335,2021-06-29
319,Xây dựng,79960,6.525732555626675,2021-06-29
320,Dịch vụ,515232,3.6187497864537335,2021-06-29
321,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",107751,6.586102653535562,2021-06-29
322,"Vận tải, kho bãi",60187,-0.6454696010435867,2021-06-29
323,Dịch vụ lưu trú và ăn uống,22112,-5.477703964729244,2021-06-29
324,Thông tin và truyền thông,69848,5.126665716395422,2021-06-29
325,"Hoạt động tài chính, ngân hàng và bảo hiểm",60947,8.672459092224742,2021-06-29
326,Hoạt động kinh doanh bất động sản,43839,3.877873907372148,2021-06-29
327,"Hoạt động chuyên môn, khoa học và công nghệ",33673,5.62391758051011,2021-06-29
328,Hoạt động hành chính và dịch vụ hỗ trợ,15739,-10.122797993357992,2021-06-29
329,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",26768,3.0286595699623433,2021-06-29
330,Giáo dục và đào tạo,41931,6.042334701917767,2021-06-29
331,Y tế và hoạt động trợ giúp xã hội,16424,9.566017464850418,2021-06-29
332,"Nghệ thuật, vui chơi và giải trí",8025,-6.052596179655794,2021-06-29
333,Hoạt động dịch vụ khác,6595,0.12702665145552317,2021-06-29
334,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1391,4.703837339834777,2021-06-29
335,Thuế sản phẩm trừ trợ cấp sản phẩm,117716,4.355000000000004,2021-06-29
336,TỔNG SỐ,1189215.6721002443,4.480000000000004,2021-03-29
337,"Nông, lâm nghiệp và thủy sản",125510.1689891289,3.1599999999999966,2021-03-29
338,Nông nghiệp,95591.8433020115,3.1899999999999977,2021-03-29
339,Lâm nghiệp,5388.65339155448,3.780000000000001,2021-03-29
340,Thủy sản,24529.6722955629,2.9000000000000057,2021-03-29
341,Công nghiệp và xây dựng,434967.298246337,6.299999999999997,2021-03-29
342,Công nghiệp,369018.1170519173,6.5,2021-03-29
343,Khai khoáng,41016.21111859982,-8.239999999999995,2021-03-29
344,"Công nghiệp chế biến, chế tạo",280484.74457750487,9.450000000000003,2021-03-29
345,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",41229.31765279837,4.5,2021-03-29
346,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",6287.843703014237,3.780000000000001,2021-03-29
347,Xây dựng,65949.1811944197,5.170000000000002,2021-03-29
348,Dịch vụ,508696.9460303254,3.3400000000000034,2021-03-29
349,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",113592.08989786098,6.450000000000003,2021-03-29
350,"Vận tải, kho bãi",67264.14227098378,-2.1700000000000017,2021-03-29
351,Dịch vụ lưu trú và ăn uống,26821.700038156574,-4.489999999999995,2021-03-29
352,Thông tin và truyền thông,63902.32808910429,5.170000000000002,2021-03-29
353,"Hoạt động tài chính, ngân hàng và bảo hiểm",59329.13174739795,7.349999999999994,2021-03-29
354,Hoạt động kinh doanh bất động sản,45941.71227788909,3.5900000000000034,2021-03-29
355,"Hoạt động chuyên môn, khoa học và công nghệ",28891.210922470058,5.299999999999997,2021-03-29
356,Hoạt động hành chính và dịch vụ hỗ trợ,16639.18174601386,-8.219999999999999,2021-03-29
357,"Hoạt động của Đảng Cộng sản, tổ chức chính trị-xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",20469.67404258478,3.030000000000001,2021-03-29
358,Giáo dục và đào tạo,35142.92655860479,6.040000000000006,2021-03-29
359,Y tế và hoạt động trợ giúp xã hội,12880.458331325763,9.560000000000002,2021-03-29
360,"Nghệ thuật, vui chơi và giải trí",8686.142520549633,-4.019999999999996,2021-03-29
361,Hoạt động dịch vụ khác,7707.280800238059,1.480000000000004,2021-03-29
362,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1428.9667871456907,5.290000000000006,2021-03-29
363,Thuế sản phẩm trừ trợ cấp sản phẩm,120041.25883445298,4.319999999999993,2021-03-29
364,TỔNG SỐ,1268385.2747279687,2.6906815676666724,2020-12-27
365,"Nông, lâm nghiệp và thủy sản",164726.43385723067,2.792638717366998,2020-12-27
366,Nông nghiệp,120257,2.753241674333168,2020-12-27
367,Lâm nghiệp,8219.714465194076,1.7895882641815177,2020-12-27
368,Thủy sản,36249.052383748625,3.115899354447265,2020-12-27
369,Công nghiệp và xây dựng,473977.5165922063,3.1995097804007173,2020-12-27
370,Công nghiệp,369763,2.3396199785998846,2020-12-27
371,Khai khoáng,71320.80423640415,-5.9012423428981435,2020-12-27
372,"Công nghiệp chế biến, chế tạo",234972.83452949912,3.8587273418847445,2020-12-27
373,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",56573.726612475424,3.9685819857029117,2020-12-27
374,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",6895.127136953666,5.456932727820856,2020-12-27
375,Xây dựng,104215.02407687402,7.041429442836659,2020-12-27
376,Dịch vụ,496222.97108004056,2.7994731097168,2020-12-27
377,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",134979.14018655545,5.516306963723309,2020-12-27
378,"Vận tải, kho bãi",36250.63668696786,0.6294568904991849,2020-12-27
379,Dịch vụ lưu trú và ăn uống,37405.591978407494,-10.784301158695285,2020-12-27
380,Thông tin và truyền thông,13992.174914685249,7.2556391489139145,2020-12-27
381,"Hoạt động tài chính, ngân hàng và bảo hiểm",92820.82058968383,6.545249738496594,2020-12-27
382,Hoạt động kinh doanh bất động sản,50426.085931749774,-0.3548243163389486,2020-12-27
383,"Hoạt động chuyên môn, khoa học và công nghệ",20155.45209699805,6.486903985227627,2020-12-27
384,Hoạt động hành chính và dịch vụ hỗ trợ,3675.480946696074,-13.063126150469444,2020-12-27
385,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",34417.57751103581,6.06541187500018,2020-12-27
386,Giáo dục và đào tạo,29518.27166143332,6.319942776001383,2020-12-27
387,Y tế và hoạt động trợ giúp xã hội,14757.528489461845,10.646785177921103,2020-12-27
388,"Nghệ thuật, vui chơi và giải trí",9158.018047968955,-1.781558462490878,2020-12-27
389,Hoạt động dịch vụ khác,16942.02188112832,-0.5165697278855248,2020-12-27
390,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1724.1701572685374,-0.5325553295962777,2020-12-27
391,Thuế sản phẩm trừ trợ cấp sản phẩm,133458.35319849127,0.5346075818351608,2020-12-27
392,TỔNG SỐ,983729.772117401,0.38737567698500186,2020-09-29
393,"Nông, lâm nghiệp và thủy sản",128734.920312387,1.7975279129550046,2020-09-29
394,Nông nghiệp,88799.770832124,1.7513961848640065,2020-09-29
395,Lâm nghiệp,7073.86654329891,0.49943742881499986,2020-09-29
396,Thủy sản,32861.2829369645,2.216735633235004,2020-09-29
397,Công nghiệp và xây dựng,355167.847595787,1.6915000301469973,2020-09-29
398,Công nghiệp,288494.63796807,1.1049690181669973,2020-09-29
399,Khai khoáng,42635.7583355264,-5.762256897282398,2020-09-29
400,"Công nghiệp chế biến, chế tạo",197318.389668776,3.3833880622659933,2020-09-29
401,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",42258.8814149509,-0.06760815902059392,2020-09-29
402,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",6281.60854881595,1.410436571223002,2020-09-29
403,Xây dựng,66673.2096277172,4.654096475756006,2020-09-29
404,Dịch vụ,392478.805810164,-1.9347080626880029,2020-09-29
405,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",98898.3011533046,2.989311957832001,2020-09-29
406,"Vận tải, kho bãi",28773.8752071514,-9.895618300876507,2020-09-29
407,Dịch vụ lưu trú và ăn uống,32289.7823029097,-29.298893546233103,2020-09-29
408,Thông tin và truyền thông,11069.6358836233,7.518337503341002,2020-09-29
409,"Hoạt động tài chính, ngân hàng và bảo hiểm",72821.7589412442,6.2841027304880015,2020-09-29
410,,45823.2953241545,-2.3359694485172042,2020-09-29
411,"Hoạt động chuyên môn, khoa học và công nghệ",14981.6380969448,6.706625118906999,2020-09-29
412,Hoạt động hành chính và dịch vụ hỗ trợ,3675.78841561922,-19.203682967643104,2020-09-29
413,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",24550.3293936761,6.831735749117996,2020-09-29
414,Giáo dục và đào tạo,24890.7645887594,5.3926040970780065,2020-09-29
415,Y tế và hoạt động trợ giúp xã hội,11546.1149415485,10.564282782345998,2020-09-29
416,"Nghệ thuật, vui chơi và giải trí",7011.6524071014,-2.109252915527094,2020-09-29
417,Hoạt động dịch vụ khác,14798.1910833951,-12.359631468364697,2020-09-29
418,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1347.67807073209,3.853048872814,2020-09-29
419,Thuế sản phẩm trừ trợ cấp sản phẩm,107348.198399063,1.5538660849939987,2020-09-29
420,TỔNG SỐ,887862.3943674408,3.682109821377864,2020-06-29
421,"Nông, lâm nghiệp và thủy sản",158542.44163322766,0.038229022409865365,2020-06-29
422,Nông nghiệp,123911.81664145118,-1.1600000000000108,2020-06-29
423,Lâm nghiệp,5039.862060072695,4.280000000000001,2020-06-29
424,Thủy sản,29590,2.7900000000000063,2020-06-29
425,Công nghiệp và xây dựng,315685.69506702636,4.996262169486627,2020-06-29
426,Công nghiệp,261863.71801151393,5.097146168804542,2020-06-29
427,Khai khoáng,46989.45023142156,-4.179999999999993,2020-06-29
428,"Công nghiệp chế biến, chế tạo",174189.5307571351,7.11999999999999,2020-06-29
429,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",35166,7.459999999999994,2020-06-29
430,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",5519.364169270331,6.670000000000002,2020-06-29
431,Xây dựng,53821.97705551237,4.369,2020-06-29
432,Dịch vụ,313378.2334971881,3.2566047358565413,2020-06-29
433,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",77966.2744692266,5.689999999999998,2020-06-29
434,"Vận tải, kho bãi",23808.23880790075,-0.9000000000000057,2020-06-29
435,Dịch vụ lưu trú và ăn uống,25078.97030346595,-11.040000000000006,2020-06-29
436,Thông tin và truyền thông,9928.795478980554,7.480000000000004,2020-06-29
437,"Hoạt động tài chính, ngân hàng và bảo hiểm",39665.90563585947,7.400000000000006,2020-06-29
438,Hoạt động kinh doanh bất động sản,40759.957152821014,2.6495955779777205,2020-06-29
439,"Hoạt động chuyên môn, khoa học và công nghệ",10823.35872891482,6.269999999999996,2020-06-29
440,Hoạt động hành chính và dịch vụ hỗ trợ,2328.36361320456,-3.5,2020-06-29
441,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",25639.041657592883,4.890000000000001,2020-06-29
442,Giáo dục và đào tạo,25082.941104119236,5.980000000000004,2020-06-29
443,Y tế và hoạt động trợ giúp xã hội,12304.516205732558,9.969999999999985,2020-06-29
444,"Nghệ thuật, vui chơi và giải trí",6027.6527100736475,5.6200000000000045,2020-06-29
445,Hoạt động dịch vụ khác,12740.919686930505,5.859999999999999,2020-06-29
446,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1223.297942365472,5.590000000000003,2020-06-29
447,Thuế sản phẩm trừ trợ cấp sản phẩm,100256.02416999856,4.3454008122631365,2020-06-29
448,TỔNG SỐ,707222.7484354163,3.8208067991526633,2020-03-27
449,"Nông, lâm nghiệp và thủy sản",72405.61902713309,0.07643527964663122,2020-03-27
450,Nông nghiệp,51445.96341132022,-1.1699999999999875,2020-03-27
451,Lâm nghiệp,4600.01280928692,5.030000000000001,2020-03-27
452,Thủy sản,16359.642806525942,2.7900000000000063,2020-03-27
453,Công nghiệp và xây dựng,260601.7699201979,5.153737412416632,2020-03-27
454,Công nghiệp,224765.07975515228,5.279948512703086,2020-03-27
455,Khai khoáng,37785.92107563121,-3.180000000000021,2020-03-27
456,"Công nghiệp chế biến, chế tạo",147153.24272515273,7.11999999999999,2020-03-27
457,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",35138.39872135964,7.459999999999994,2020-03-27
458,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",4687.517233008708,6.670000000000002,2020-03-27
459,Xây dựng,35836.69016504561,4.369,2020-03-27
460,Dịch vụ,285964.16488965857,3.2664134395617594,2020-03-27
461,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",77744.64735981327,5.689999999999998,2020-03-27
462,"Vận tải, kho bãi",21474.62401346284,-0.9000000000000057,2020-03-27
463,Dịch vụ lưu trú và ăn uống,25456.499669005647,-11.040000000000006,2020-03-27
464,Thông tin và truyền thông,9125.620705222153,7.780000000000015,2020-03-27
465,"Hoạt động tài chính, ngân hàng và bảo hiểm",29737.901012730035,7.193999999999988,2020-03-27
466,Hoạt động kinh doanh bất động sản,40141.202496759135,2.6495955779777205,2020-03-27
467,"Hoạt động chuyên môn, khoa học và công nghệ",8876.364596596211,6.980000000000004,2020-03-27
468,Hoạt động hành chính và dịch vụ hỗ trợ,3307.009784284203,-3.5,2020-03-27
469,"Hoạt động của Đảng Cộng sản, tổ chức chính trị-xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",19670.435112378786,4.890000000000001,2020-03-27
470,Giáo dục và đào tạo,21113.20060991372,5.980000000000004,2020-03-27
471,Y tế và hoạt động trợ giúp xã hội,9847.70630458518,9.969999999999985,2020-03-27
472,"Nghệ thuật, vui chơi và giải trí",5464.9505170263,5.6200000000000045,2020-03-27
473,Hoạt động dịch vụ khác,12764.603691343276,5.859999999999999,2020-03-27
474,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1239.399016537874,5.590000000000003,2020-03-27
475,Thuế sản phẩm trừ trợ cấp sản phẩm,88251.19459842671,4.939622622171697,2020-03-27
476,TỔNG SỐ,1214051.9918900053,7.483672006638997,2019-12-27
477,"Nông, lâm nghiệp và thủy sản",157354.08487776443,2.00450834888089,2019-12-27
478,Nông nghiệp,114591.02980713459,0.4299999999999926,2019-12-27
479,Lâm nghiệp,7873.344439202419,5,2019-12-27
480,Thủy sản,34889.71063142741,5.800000000000011,2019-12-27
481,Công nghiệp và xây dựng,448831.56001906615,10.158517538911767,2019-12-27
482,Công nghiệp,352833.1721471392,10.423492343313882,2019-12-27
483,Khai khoáng,75952,4.200000000000003,2019-12-27
484,"Công nghiệp chế biến, chế tạo",216302.56257467787,11.959999999999994,2019-12-27
485,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",54209.200066224876,10.830000000000013,2019-12-27
486,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",6368.892502537825,9.5,2019-12-27
487,Xây dựng,95999,8.990000000000009,2019-12-27
488,Dịch vụ,475814.38179342623,7.276377828622003,2019-12-27
489,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",126182.07437921863,8.659999999999997,2019-12-27
490,"Vận tải, kho bãi",35863.392096412135,9.010000000000005,2019-12-27
491,Dịch vụ lưu trú và ăn uống,40680.55050401404,6.339999999999989,2019-12-27
492,Thông tin và truyền thông,13023.06152866616,7.650000000000006,2019-12-27
493,"Hoạt động tài chính, ngân hàng và bảo hiểm",86579.4198549065,8.509999999999991,2019-12-27
494,Hoạt động kinh doanh bất động sản,49761.99676143579,4.654089891868523,2019-12-27
495,"Hoạt động chuyên môn, khoa học và công nghệ",18862.618579513957,6.709999999999994,2019-12-27
496,Hoạt động hành chính và dịch vụ hỗ trợ,4124.056785506513,7.8999999999999915,2019-12-27
497,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",32216.45606643938,4.47999999999999,2019-12-27
498,Giáo dục và đào tạo,27670.3460228287,7.010000000000005,2019-12-27
499,Y tế và hoạt động trợ giúp xã hội,13299.419817966475,6.810000000000002,2019-12-27
500,"Nghệ thuật, vui chơi và giải trí",9269.093875679602,7.349999999999994,2019-12-27
501,Hoạt động dịch vụ khác,16620.873576573336,5.800000000000011,2019-12-27
502,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1661.021944265056,6.25,2019-12-27
503,Thuế sản phẩm trừ trợ cấp sản phẩm,132051.9651997484,6.563000000000002,2019-12-27
504,TỔNG SỐ,957109.4754069605,6.7335223211843385,2019-09-28
505,"Nông, lâm nghiệp và thủy sản",124487.32966218643,2.044166668834464,2019-09-28
506,Nông nghiệp,85604.99283452902,0.8261175073757556,2019-09-28
507,Lâm nghiệp,6893.786527265524,3.772286090583492,2019-09-28
508,Thủy sản,31988,7.181151147364147,2019-09-28
509,Công nghiệp và xây dựng,344648,9.138458445595973,2019-09-28
510,Công nghiệp,281554,9.236676788578578,2019-09-28
511,Khai khoáng,45440.03672694662,3.233811601755349,2019-09-28
512,"Công nghiệp chế biến, chế tạo",189512.15992336866,10.904804169691332,2019-09-28
513,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",40645.818773177154,10.759157014381216,2019-09-28
514,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",5956,7.081971207589206,2019-09-28
515,Xây dựng,63094.058601101075,8.645039813927696,2019-09-28
516,Dịch vụ,381358.7056293976,6.851507335269787,2019-09-28
517,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",93268.22058132516,8.265410758938188,2019-09-28
518,"Vận tải, kho bãi",28786.237400773396,8.160004252138549,2019-09-28
519,Dịch vụ lưu trú và ăn uống,35528.83661221316,6.949107437939219,2019-09-28
520,Thông tin và truyền thông,10335.177201507968,7.698683559405865,2019-09-28
521,"Hoạt động tài chính, ngân hàng và bảo hiểm",68285.46674536106,8.041717111510053,2019-09-28
522,Hoạt động kinh doanh bất động sản,45938.74762297468,4.129551855363502,2019-09-28
523,"Hoạt động chuyên môn, khoa học và công nghệ",14068.995844806515,6.738194110018753,2019-09-28
524,Hoạt động hành chính và dịch vụ hỗ trợ,4228.112022961897,8.908074296082177,2019-09-28
525,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",23159.696964948565,3.7779646580584654,2019-09-28
526,Giáo dục và đào tạo,23426.5050323682,7.256556088757989,2019-09-28
527,Y tế và hoạt động trợ giúp xã hội,10655.955009592233,7.228776139140663,2019-09-28
528,"Nghệ thuật, vui chơi và giải trí",6975.3632412385205,7.402050956227299,2019-09-28
529,Hoạt động dịch vụ khác,15347.135317364673,5.519340607031438,2019-09-28
530,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1354.2560319616266,5.689851455471853,2019-09-28
531,Thuế sản phẩm trừ trợ cấp sản phẩm,106614.80317326619,6.677650803587156,2019-09-28
532,TỔNG SỐ,884508.4194200466,6.821605332853736,2019-06-28
533,"Nông, lâm nghiệp và thủy sản",156090.26646687242,2.8078504071970656,2019-06-28
534,Nông nghiệp,122115.47265933859,1.9300000000000068,2019-06-28
535,Lâm nghiệp,5045.925225258724,4.089999999999989,2019-06-28
536,Thủy sản,28928.868582275103,5.420000000000002,2019-06-28
537,Công nghiệp và xây dựng,311394.44893756317,8.675626012761512,2019-06-28
538,Công nghiệp,259933.2085502279,9.003577871881618,2019-06-28
539,Khai khoáng,50175.03105213556,-0.030000000000001137,2019-06-28
540,"Công nghiệp chế biến, chế tạo",168785.0353869883,11.519999999999996,2019-06-28
541,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",35530,10.489999999999995,2019-06-28
542,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",5442.599751943603,8.679999999999993,2019-06-28
543,Xây dựng,51461.24038733522,6.679999999999993,2019-06-28
544,Dịch vụ,318983.76554010424,6.49573825747494,2019-06-28
545,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",75732.25926546249,7.909999999999997,2019-06-28
546,"Vận tải, kho bãi",25013.712862059943,7.5800000000000125,2019-06-28
547,Dịch vụ lưu trú và ăn uống,35111.27867093199,5.909999999999997,2019-06-28
548,Thông tin và truyền thông,9234.513581157309,7.430000000000007,2019-06-28
549,"Hoạt động tài chính, ngân hàng và bảo hiểm",37308.39750371927,7.709999999999994,2019-06-28
550,Hoạt động kinh doanh bất động sản,42089.25631797347,4.745125083145126,2019-06-28
551,"Hoạt động chuyên môn, khoa học và công nghệ",10127.55901229658,6.719999999999999,2019-06-28
552,Hoạt động hành chính và dịch vụ hỗ trợ,2976.880261901269,7.5,2019-06-28
553,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",23999.461843251527,2.8299999999999983,2019-06-28
554,Giáo dục và đào tạo,23841.05055812042,6.519999999999996,2019-06-28
555,Y tế và hoạt động trợ giúp xã hội,11181.650981477447,6.849999999999994,2019-06-28
556,"Nghệ thuật, vui chơi và giải trí",6157.530603860041,7.309999999999988,2019-06-28
557,Hoạt động dịch vụ khác,15032.301676048988,4.760000000000005,2019-06-28
558,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1177.9124018435007,5.450000000000003,2019-06-28
559,Thuế sản phẩm trừ trợ cấp sản phẩm,98039.93847550669,6.11999999999999,2019-06-28
560,TỔNG SỐ,681009.9714904743,6.7925045418773635,2019-03-29
561,"Nông, lâm nghiệp và thủy sản",72260.67237888054,2.680466597164383,2019-03-29
562,Nông nghiệp,52009.04456177153,1.8400000000000034,2019-03-29
563,Lâm nghiệp,4385,4.200000000000003,2019-03-29
564,Thủy sản,15867.286199808832,5.099999999999994,2019-03-29
565,Công nghiệp và xây dựng,247733.10807092945,8.633445487357875,2019-03-29
