,Ngành,Tổng số,YOY,Date
566,Công nghiệp,213396.58078308956,8.954465595921391,2019-03-29
567,Khai khoáng,38179.839421737,-2.200000000000003,2019-03-29
568,"Công nghiệp chế biến, chế tạo",138395.9733192333,12.350999999999999,2019-03-29
569,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",32435.65787240639,9.600000000000009,2019-03-29
570,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",4385.110169712858,8.450000000000003,2019-03-29
571,Xây dựng,34336,6.679999999999993,2019-03-29
572,Dịch vụ,276919.07653495535,6.495825244093282,2019-03-29
573,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",73497.78230609615,7.820000000000007,2019-03-29
574,"Vận tải, kho bãi",21655.55089397616,7.509999999999991,2019-03-29
575,Dịch vụ lưu trú và ăn uống,28699.42804322308,6.219999999999999,2019-03-29
576,Thông tin và truyền thông,8466.8961822436,7.430000000000007,2019-03-29
577,"Hoạt động tài chính, ngân hàng và bảo hiểm",27742.13203419038,7.709999999999994,2019-03-29
578,Hoạt động kinh doanh bất động sản,39105.14324957764,4.7453048696641105,2019-03-29
579,"Hoạt động chuyên môn, khoa học và công nghệ",8297.218729291653,6.719999999999999,2019-03-29
580,Hoạt động hành chính và dịch vụ hỗ trợ,3421.2149902338174,7.319999999999993,2019-03-29
581,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",18753.39413898254,2.8299999999999983,2019-03-29
582,Giáo dục và đào tạo,19921.872626829325,6.519999999999996,2019-03-29
583,Y tế và hoạt động trợ giúp xã hội,8954.902523038265,6.849999999999994,2019-03-29
584,"Nghệ thuật, vui chơi và giải trí",5171.751731747992,7.260000000000005,2019-03-29
585,Hoạt động dịch vụ khác,12058.004620577438,4.760000000000005,2019-03-29
586,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1173.7844649473188,5.450000000000003,2019-03-29
587,Thuế sản phẩm trừ trợ cấp sản phẩm,84097.11450570908,6.11999999999999,2019-03-29
588,TỔNG SỐ,1134962.8803352201,6.8230300836627436,2018-12-27
589,"Nông, lâm nghiệp và thủy sản",154845.12749732152,3.5940818875264853,2018-12-27
590,Nông nghiệp,114657.84393173127,2.411305844128833,2018-12-27
591,Lâm nghiệp,7408.854436764943,6.281910639614878,2018-12-27
592,Thủy sản,32778.4291288253,6.481384265326099,2018-12-27
593,Công nghiệp và xây dựng,415876.2,8.76284768311902,2018-12-27
594,Công nghiệp,328854.7929570185,8.503467401953444,2018-12-27
595,Khai khoáng,76659,-5.509836216084523,2018-12-27
596,"Công nghiệp chế biến, chế tạo",195108.80743025307,13.080063031919195,2018-12-27
597,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",51079.28245388347,7.42079994608315,2018-12-27
598,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",6008.270432528598,7.526622491264973,2018-12-27
599,Xây dựng,87021.4,9.921644279780267,2018-12-27
600,Dịch vụ,440185.0832167376,6.53737925523518,2018-12-27
601,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",114902.11312687863,7.739026928939126,2018-12-27
602,"Vận tải, kho bãi",32351.335593014155,7.495054260305039,2018-12-27
603,Dịch vụ lưu trú và ăn uống,37876.830383345296,4.009815802043249,2018-12-27
604,Thông tin và truyền thông,12085.366427120025,7.304069134288312,2018-12-27
605,"Hoạt động tài chính, ngân hàng và bảo hiểm",79245.16579526107,8.10881654004585,2018-12-27
606,Hoạt động kinh doanh bất động sản,47451.49939436829,4.103603739452737,2018-12-27
607,"Hoạt động chuyên môn, khoa học và công nghệ",17630.199530032205,6.803096392849042,2018-12-27
608,Hoạt động hành chính và dịch vụ hỗ trợ,3814.316884462478,8.010235732515383,2018-12-27
609,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",30698.240361089396,4.644789904300438,2018-12-27
610,Giáo dục và đào tạo,25848.150099462488,7.091881450623717,2018-12-27
611,Y tế và hoạt động trợ giúp xã hội,12387.566989763174,7.042311044773527,2018-12-27
612,"Nghệ thuật, vui chơi và giải trí",8642.625339393038,7.488152206916283,2018-12-27
613,Hoạt động dịch vụ khác,15706.890889789604,4.771848721251956,2018-12-27
614,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1544.7824027576776,7.066179797493888,2018-12-27
615,Thuế sản phẩm trừ trợ cấp sản phẩm,124056.52168519748,5.965727010799313,2018-12-27
616,TỔNG SỐ,892393.1,6.7330727974715785,2018-09-28
617,"Nông, lâm nghiệp và thủy sản",122448.4,3.5363956957895795,2018-09-28
618,Nông nghiệp,85497.2,2.694389529793483,2018-09-28
619,Lâm nghiệp,6639.5,5.817677132322217,2018-09-28
620,Thủy sản,30311.7,7.047634647012629,2018-09-28
621,Công nghiệp và xây dựng,312737.8,8.401160479138042,2018-09-28
622,Công nghiệp,255227.1,8.339573890446374,2018-09-28
623,Khai khoáng,44517.2,-3.057457179519588,2018-09-28
624,"Công nghiệp chế biến, chế tạo",168155.9,12.054662095464835,2018-09-28
625,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",37174.4,10.913026965554337,2018-09-28
626,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",5379.6,6.739392338702672,2018-09-28
627,Xây dựng,57510.7,8.71160279842924,2018-09-28
628,Dịch vụ,357167.7,7.107537273388559,2018-09-28
629,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",86768.6,8.957454981077447,2018-09-28
630,"Vận tải, kho bãi",26693.7,7.851369230708215,2018-09-28
631,Dịch vụ lưu trú và ăn uống,33667.2,7.050699549844381,2018-09-28
632,Thông tin và truyền thông,9689,6.736921873412086,2018-09-28
633,"Hoạt động tài chính, ngân hàng và bảo hiểm",62819.4,7.894839052490596,2018-09-28
634,Hoạt động kinh doanh bất động sản,43810.6,4.562446287632781,2018-09-28
635,"Hoạt động chuyên môn, khoa học và công nghệ",13195.7,6.763617362796452,2018-09-28
636,Hoạt động hành chính và dịch vụ hỗ trợ,3918.5,8.335617629477568,2018-09-28
637,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",22427.6,6.038673669835148,2018-09-28
638,Giáo dục và đào tạo,21897.6,6.926337272381318,2018-09-28
639,Y tế và hoạt động trợ giúp xã hội,9975.6,7.204709714358131,2018-09-28
640,"Nghệ thuật, vui chơi và giải trí",6486.3,7.1536639075873865,2018-09-28
641,Hoạt động dịch vụ khác,14541.4,4.8615213991713375,2018-09-28
642,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1276.4,7.144468951128317,2018-09-28
643,Thuế sản phẩm trừ trợ cấp sản phẩm,100039.2,5.90860521773125,2018-09-28
644,"Nông, lâm nghiệp và thủy sản",223482.18859755434,3.9303569514277115,2018-06-29
645,Nông nghiệp,172285,3.280000000000001,2018-06-29
646,Lâm nghiệp,9021.739260234785,5.11999999999999,2018-06-29
647,Thủy sản,42174.819184894535,6.410000000000011,2018-06-29
648,Công nghiệp và xây dựng,513349.7553747524,9.068454546448095,2018-06-29
649,Công nghiệp,433796.88780389,9.279843841983165,2018-06-29
650,Khai khoáng,87659.74563336161,-1.2999999999999972,2018-06-29
651,"Công nghiệp chế biến, chế tạo",275736.8588742783,13.02000000000001,2018-06-29
652,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",61218.15452682906,10.200000000000003,2018-06-29
653,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",9182.128769420984,6.5,2018-06-29
654,Xây dựng,79552.8675708624,7.929999999999993,2018-06-29
655,Dịch vụ,558607.6201528066,6.901809129748912,2018-06-29
656,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",137597.67228619795,8.210000000000008,2018-06-29
657,"Vận tải, kho bãi",43219.40748295905,7.670000000000002,2018-06-29
658,Dịch vụ lưu trú và ăn uống,59882.32190459201,7.02000000000001,2018-06-29
659,Thông tin và truyền thông,16305.712339314776,7.090000000000003,2018-06-29
660,"Hoạt động tài chính, ngân hàng và bảo hiểm",60093.730845545804,7.5800000000000125,2018-06-29
661,Hoạt động kinh doanh bất động sản,77753.6402019111,4.122518409484698,2018-06-29
662,"Hoạt động chuyên môn, khoa học và công nghệ",17262.979238815922,6.780000000000001,2018-06-29
663,Hoạt động hành chính và dịch vụ hỗ trợ,5921.251415845799,7.959999999999994,2018-06-29
664,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",42172.07582793193,6.339999999999989,2018-06-29
665,Giáo dục và đào tạo,40910.530476009866,6.960000000000008,2018-06-29
666,Y tế và hoạt động trợ giúp xã hội,18798.12490394194,7.040000000000006,2018-06-29
667,"Nghệ thuật, vui chơi và giải trí",10535.149195650658,6.9199999999999875,2018-06-29
668,Hoạt động dịch vụ khác,25927.40551861113,5.970000000000013,2018-06-29
669,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",2227.618515478658,6.6200000000000045,2018-06-29
670,Thuế sản phẩm trừ trợ cấp sản phẩm,171519.96702252165,6.02000000000001,2018-06-29
671,TỔNG SỐ,637244.0688429426,7.37820803674569,2018-03-29
672,"Nông, lâm nghiệp và thủy sản",70243.86766188499,4.0506117691619465,2018-03-29
673,Nông nghiệp,50968,3.7630000000000052,2018-03-29
674,Lâm nghiệp,4208,5.030000000000001,2018-03-29
675,Thủy sản,15068,4.760000000000005,2018-03-29
676,Công nghiệp và xây dựng,227596,9.701721800991649,2018-03-29
677,Công nghiệp,195210.62805451118,10.082699397067586,2018-03-29
678,Khai khoáng,38814.463634119726,0.4000000000000057,2018-03-29
679,"Công nghiệp chế biến, chế tạo",122380.48212635762,13.556468557090966,2018-03-29
680,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",29917,10.5,2018-03-29
681,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",4099,7.11999999999999,2018-03-29
682,Xây dựng,32385.37618148218,7.459999999999994,2018-03-29
683,Dịch vụ,260157,6.698547221691115,2018-03-29
684,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",67747,7.450000000000003,2018-03-29
685,"Vận tải, kho bãi",20093,7.461999999999989,2018-03-29
686,Dịch vụ lưu trú và ăn uống,27209,7.6000000000000085,2018-03-29
687,Thông tin và truyền thông,7860,7.180000000000007,2018-03-29
688,"Hoạt động tài chính, ngân hàng và bảo hiểm",25756,7.719999999999999,2018-03-29
689,Hoạt động kinh doanh bất động sản,37301,3.5592916791396902,2018-03-29
690,"Hoạt động chuyên môn, khoa học và công nghệ",7775,6.800000000000011,2018-03-29
691,Hoạt động hành chính và dịch vụ hỗ trợ,3188,7.650000000000006,2018-03-29
692,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",18700,6.6200000000000045,2018-03-29
693,Giáo dục và đào tạo,18702,7,2018-03-29
694,Y tế và hoạt động trợ giúp xã hội,8381,6.970000000000013,2018-03-29
695,"Nghệ thuật, vui chơi và giải trí",4822,7.079999999999998,2018-03-29
696,Hoạt động dịch vụ khác,11510,5.780000000000001,2018-03-29
697,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1113,6.099999999999994,2018-03-29
698,Thuế sản phẩm trừ trợ cấp sản phẩm,79247,6.150000000000006,2018-03-29
699,TỔNG SỐ,3262548,6.8122456596397996,2017-12-29
700,"Nông, lâm nghiệp và thủy sản",482417,2.9017966651948512,2017-12-29
701,Nông nghiệp,361809,2.0738705290894757,2017-12-29
702,Lâm nghiệp,21775,5.142443264123614,2017-12-29
703,Thủy sản,98833,5.540071546799069,2017-12-29
704,Công nghiệp và xây dựng,1141369,8.001548057925362,2017-12-29
705,Công nghiệp,935741,7.849241273434316,2017-12-29
706,Khai khoáng,214453,-7.100063679643739,2017-12-29
707,"Công nghiệp chế biến, chế tạo",566604,14.400050072382854,2017-12-29
708,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",135351,9.40018266906992,2017-12-29
709,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",19333,8.66730369287842,2017-12-29
710,Xây dựng,205628,8.700111011259708,2017-12-29
711,Dịch vụ,1265820,7.441965873412656,2017-12-29
712,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",312280,8.360196677851533,2017-12-29
713,"Vận tải, kho bãi",94899,7.909668762721296,2017-12-29
714,Dịch vụ lưu trú và ăn uống,123041,8.980354643850433,2017-12-29
715,Thông tin và truyền thông,35383,7.361106896865621,2017-12-29
716,"Hoạt động tài chính, ngân hàng và bảo hiểm",187123,8.139830557449798,2017-12-29
717,Hoạt động kinh doanh bất động sản,162097,4.073783964250865,2017-12-29
718,"Hoạt động chuyên môn, khoa học và công nghệ",44995,7.199866580897236,2017-12-29
719,Hoạt động hành chính và dịch vụ hỗ trợ,12631,6.915523954630103,2017-12-29
720,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",90072,7.320560480411785,2017-12-29
721,Giáo dục và đào tạo,82794,7.399047878481269,2017-12-29
722,Y tế và hoạt động trợ giúp xã hội,38439,7.428523518068246,2017-12-29
723,"Nghệ thuật, vui chơi và giải trí",23968,7.388323849634844,2017-12-29
724,Hoạt động dịch vụ khác,53372,6.622318110991259,2017-12-29
725,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",4725,7.3799999999999955,2017-12-29
726,Thuế sản phẩm trừ trợ cấp sản phẩm,372942,6.340353458452384,2017-12-29
727,TỔNG SỐ,2204934.5563387326,6.414697282886507,2017-09-29
728,"Nông, lâm nghiệp và thủy sản",333053.07667199784,2.784073964906568,2017-09-29
729,Nông nghiệp,250172.58375725112,1.963000000000008,2017-09-29
730,Lâm nghiệp,14818.280575422046,5,2017-09-29
731,Thủy sản,68062.21233932472,5.420000000000002,2017-09-29
732,Công nghiệp và xây dựng,758614.144343632,7.169546690322122,2017-09-29
733,Công nghiệp,632241.7317002028,6.946415888489923,2017-09-29
734,Khai khoáng,134833.18406261396,-8.079999999999998,2017-09-29
735,"Công nghiệp chế biến, chế tạo",394036,12.769999999999996,2017-09-29
736,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",89692.38667264134,8.870000000000005,2017-09-29
737,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",13680.727993081744,7.800000000000011,2017-09-29
738,Xây dựng,126372.41264342928,8.299999999999997,2017-09-29
739,Dịch vụ,857080,7.249762867415939,2017-09-29
740,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",207141.36057212966,8.163999999999987,2017-09-29
741,"Vận tải, kho bãi",65005.178226693475,7.810000000000002,2017-09-29
742,Dịch vụ lưu trú và ăn uống,88314.23605607866,9.000000000000014,2017-09-29
743,Thông tin và truyền thông,24160.938152854847,7.139999999999986,2017-09-29
744,"Hoạt động tài chính, ngân hàng và bảo hiểm",114091.01492757743,7.890000000000001,2017-09-29
745,Hoạt động kinh doanh bất động sản,116848.6892198056,3.991163744360321,2017-09-29
746,"Hoạt động chuyên môn, khoa học và công nghệ",28511.38375342892,6.939999999999998,2017-09-29
747,Hoạt động hành chính và dịch vụ hỗ trợ,9112.611816745244,6.72999999999999,2017-09-29
748,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",60834.030442620635,7.160000000000011,2017-09-29
749,Giáo dục và đào tạo,58677.22659657355,7.240000000000009,2017-09-29
750,Y tế và hoạt động trợ giúp xã hội,26893.617235458692,7.410000000000011,2017-09-29
751,"Nghệ thuật, vui chơi và giải trí",15899.536880109632,7.219999999999999,2017-09-29
752,Hoạt động dịch vụ khác,38309.25464748658,6.299999999999997,2017-09-29
753,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",3280.3398692747874,7,2017-09-29
754,Thuế sản phẩm trừ trợ cấp sản phẩm,256187.91692626505,6.309999999999988,2017-09-29
755,TỔNG SỐ,1368665,5.728469735422493,2017-06-29
756,"Nông, lâm nghiệp và thủy sản",214835,2.6537209177328123,2017-06-29
757,Nông nghiệp,166618,2.010000000000005,2017-06-29
758,Lâm nghiệp,8583,4.309999999999988,2017-06-29
759,Thủy sản,39634,5.079999999999998,2017-06-29
760,Công nghiệp và xây dựng,470314,5.813456961688686,2017-06-29
761,Công nghiệp,396606,5.3287659701097425,2017-06-29
762,Khai khoáng,88429,-8.200000000000003,2017-06-29
763,"Công nghiệp chế biến, chế tạo",243971,10.519999999999996,2017-06-29
764,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",55552,8,2017-06-29
765,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",8654,7.799999999999983,2017-06-29
766,Xây dựng,73708,8.5,2017-06-29
767,Dịch vụ,522330,6.849348762237312,2017-06-29
768,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",126767,7.099999999999994,2017-06-29
769,"Vận tải, kho bãi",40174,7.800000000000011,2017-06-29
770,Dịch vụ lưu trú và ăn uống,56099,8.899999999999991,2017-06-29
771,Thông tin và truyền thông,15226,6.990000000000009,2017-06-29
772,"Hoạt động tài chính, ngân hàng và bảo hiểm",55860,7.659999999999997,2017-06-29
773,Hoạt động kinh doanh bất động sản,74675,3.858557558209057,2017-06-29
774,"Hoạt động chuyên môn, khoa học và công nghệ",16167,6.800000000000011,2017-06-29
775,Hoạt động hành chính và dịch vụ hỗ trợ,5485,6.5,2017-06-29
776,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",39658,6.8999999999999915,2017-06-29
777,Giáo dục và đào tạo,38248,7.180000000000007,2017-06-29
778,Y tế và hoạt động trợ giúp xã hội,17562,7.269999999999996,2017-06-29
779,"Nghệ thuật, vui chơi và giải trí",9853,7.079999999999998,2017-06-29
780,Hoạt động dịch vụ khác,24467,6,2017-06-29
781,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",2089,6.700000000000017,2017-06-29
782,Thuế sản phẩm trừ trợ cấp sản phẩm,161186,6.108790459441522,2017-06-29
783,TỔNG SỐ,593169.999973651,5.1027657025271935,2017-03-29
784,"Nông, lâm nghiệp và thủy sản",67473.2840390272,2.029911315855216,2017-03-29
785,Nông nghiệp,49119.33075611077,1.3800000000000097,2017-03-29
786,Lâm nghiệp,4006.113980504402,4.940000000000012,2017-03-29
787,Thủy sản,14347.839302412025,3.499999999999986,2017-03-29
788,Công nghiệp và xây dựng,206846.57737080372,4.166218010042357,2017-03-29
789,Công nghiệp,177129.55970593335,3.8486715672938487,2017-03-29
790,Khai khoáng,38659.82433677263,-10,2017-03-29
791,"Công nghiệp chế biến, chế tạo",107472.88643871219,8.299999999999997,2017-03-29
792,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",27123.53058694437,9.5,2017-03-29
793,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",3873.3183435041697,7.5,2017-03-29
794,Xây dựng,29717.017664870364,6.099999999999994,2017-03-29
795,Dịch vụ,244194.28676839708,6.524839913717244,2017-03-29
796,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",63439.82296124944,7.38000000000001,2017-03-29
797,"Vận tải, kho bãi",18575.80063068344,6.749999999999986,2017-03-29
798,Dịch vụ lưu trú và ăn uống,25286.715252099108,6.030000000000001,2017-03-29
799,Thông tin và truyền thông,7347.145644912073,7.699999999999989,2017-03-29
800,"Hoạt động tài chính, ngân hàng và bảo hiểm",23910.43425474662,7.759999999999991,2017-03-29
801,Hoạt động kinh doanh bất động sản,36079.05439388724,3.716102545012461,2017-03-29
802,"Hoạt động chuyên môn, khoa học và công nghệ",7279.733315655772,6.77000000000001,2017-03-29
803,Hoạt động hành chính và dịch vụ hỗ trợ,2989.476457625237,7.230000000000004,2017-03-29
804,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",17539.21825287482,6.829999999999998,2017-03-29
805,Giáo dục và đào tạo,17478.945313967914,7.1299999999999955,2017-03-29
806,Y tế và hoạt động trợ giúp xã hội,7834.735521024345,7.219999999999999,2017-03-29
807,"Nghệ thuật, vui chơi và giải trí",4502.891820499632,7.040000000000006,2017-03-29
808,Hoạt động dịch vụ khác,10881.18999472476,5.929999999999993,2017-03-29
809,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",1049.1229544466705,6.509999999999991,2017-03-29
810,Thuế sản phẩm trừ trợ cấp sản phẩm,74655.85179542305,6,2017-03-29
811,TỔNG SỐ,3054470.2190900473,6.210812202601161,2016-12-29
812,"Nông, lâm nghiệp và thủy sản",468813.2427440541,1.3570904241772155,2016-12-29
813,Nông nghiệp,354457.93925627484,0.7200000000000131,2016-12-29
814,Lâm nghiệp,20710.419849604237,6.109999999999999,2016-12-29
815,Thủy sản,93644.88363817504,2.799999999999997,2016-12-29
816,Công nghiệp và xây dựng,1056808.13472288,7.572882564192014,2016-12-29
817,Công nghiệp,867637.5486585032,7.057853300187489,2016-12-29
818,Khai khoáng,230843.0555632656,-4.000000000000014,2016-12-29
819,"Công nghiệp chế biến, chế tạo",495283.19017815584,11.900000000000006,2016-12-29
820,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",123720.77640260667,11.600000000000009,2016-12-29
821,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",17790.526514475147,7.800000000000011,2016-12-29
822,Xây dựng,189170,10.000000000000014,2016-12-29
823,Dịch vụ,1178142.7042231131,6.98370044687131,2016-12-29
824,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",288187.24598719995,8.280000000000001,2016-12-29
825,"Vận tải, kho bãi",87943.02220335117,6.299999999999997,2016-12-29
826,Dịch vụ lưu trú và ăn uống,112902.26478245396,6.699999999999989,2016-12-29
827,Thông tin và truyền thông,32957.0985127869,8.200000000000003,2016-12-29
828,"Hoạt động tài chính, ngân hàng và bảo hiểm",173038.14061759456,7.790000000000006,2016-12-29
829,Hoạt động kinh doanh bất động sản,155751.85200823413,3.9950256704909037,2016-12-29
830,"Hoạt động chuyên môn, khoa học và công nghệ",41973.252223020616,7,2016-12-29
831,Hoạt động hành chính và dịch vụ hỗ trợ,11813.884668195891,6.8999999999999915,2016-12-29
832,"Hoạt động của Đảng Cộng sản, tổ chức chính trị- xã hội; quản lý Nhà nước, an ninh quốc phòng; đảm bảo xã hội bắt buộc",83928.34486366228,7.109999999999999,2016-12-29
833,Giáo dục và đào tạo,77089.76654746622,7.240000000000009,2016-12-29
834,Y tế và hoạt động trợ giúp xã hội,35780.363914940885,7.38000000000001,2016-12-29
835,"Nghệ thuật, vui chơi và giải trí",22318.978046562577,7.3700000000000045,2016-12-29
836,Hoạt động dịch vụ khác,50058.335946739404,6.400000000000006,2016-12-29
837,"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",4400.153900904487,7.200000000000003,2016-12-29
838,Thuế sản phẩm trừ trợ cấp sản phẩm,350706.1374,6.38000000000001,2016-12-29
839,TỔNG SỐ,2070879.5299978391,5.930030839223875,2016-09-29
840,"Nông, lâm nghiệp và thủy sản",324118,0.6502056871369604,2016-09-29
841,Nông nghiệp,245429.83290509766,0.04999999999999716,2016-09-29
842,Lâm nghiệp,14124.61931065991,6.190000000000012,2016-09-29
843,Thủy sản,64562.90299689311,1.8100000000000023,2016-09-29
844,Công nghiệp và xây dựng,706723.919817148,7.503565734905692,2016-09-29
845,Công nghiệp,590036.5581888661,7.1933676554610315,2016-09-29
846,Khai khoáng,145075.0879723942,-3.6000000000000085,2016-09-29
847,"Công nghiệp chế biến, chế tạo",349477.9663510286,11.220000000000013,2016-09-29
848,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",82828.17698817237,12.099999999999994,2016-09-29
849,"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",12656,6.8999999999999915,2016-09-29
850,Xây dựng,116687.3616282819,9.099999999999994,2016-09-29
851,Dịch vụ,799056.2994358562,6.661635290488704,2016-09-29
852,"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",191506.74953970793,8.150300000000016,2016-09-29
853,"Vận tải, kho bãi",60296.056234758806,5.810000000000002,2016-09-29
854,Dịch vụ lưu trú và ăn uống,80876.86924212797,5.709999999999994,2016-09-29
855,Thông tin và truyền thông,22609.059623097764,8.679999999999993,2016-09-29
856,"Hoạt động tài chính, ngân hàng và bảo hiểm",105747.53445877972,7.38000000000001,2016-09-29
857,Hoạt động kinh doanh bất động sản,112364.05576444237,3.6572753437074113,2016-09-29
858,"Hoạt động chuyên môn, khoa học và công nghệ",26661.103191910344,6.8999999999999915,2016-09-29
859,Hoạt động hành chính và dịch vụ hỗ trợ,8538.004138241586,6.800000000000011,2016-09-29
