,Phân Loại,M,YTD,M-YOY,YTD-YOY,Date
0,TỔNG SỐ,522079.22540340107,2062351,109.03555915561721,108.54728671320267,2024-04-29
1,Bán lẻ hàng hóa,402559.35240233154,1594545.8938914787,107.16220406219006,107.13947236655517,2024-04-29
2,"Dịch vụ lưu trú, ăn uống",61355.5109192228,237263.27884499897,119.05527248715453,115.32072166018479,2024-04-29
3,Du lịch lữ hành,5248.227143028019,19413.0429216753,157.56044574632037,149.28740721486145,2024-04-29
4,Dịch vụ khác,52916.13493881874,211129.32802619197,109.56836081991321,109.43821331267651,2024-04-29
5,TỔNG SỐ,509325.2648473742,1537649.0328495996,109.17244006964052,108.198186301849,2024-03-29
6,Bán lẻ hàng hóa,392726.82167898986,1190275.5,107.60049825173765,106.97802070457037,2024-03-29
7,"Dịch vụ lưu trú, ăn uống",58309.16283652949,174853.07055056398,115.7696115277271,113.38869908894027,2024-03-29
8,Du lịch lữ hành,5078.741042999123,14153.125528435208,166.1077106579636,146.31766648812018,2024-03-29
9,Dịch vụ khác,53210.6,158367.27140776248,110.57262218301696,109.50128876579137,2024-03-29
10,TỔNG SỐ,509700.638200269,1031482.2472782098,108.49043539420869,108.05291895392439,2024-02-29
11,Bán lẻ hàng hóa,393686.7425867388,798277,107.00765612433773,106.77163659776411,2024-02-29
12,"Dịch vụ lưu trú, ăn uống",59702.322005917384,118347.88816386592,118.42573395671192,113.97112932369006,2024-02-29
13,Du lịch lữ hành,4650.025651880191,8985.7,159.97558471116042,135.83129430176882,2024-02-29
14,Dịch vụ khác,51661.54795573267,105870.93720623915,106.32930743994444,109.70713724510684,2024-02-29
15,TỔNG SỐ,524115.64626917394,524115.64626917394,108.11037276592495,108.11037276592495,2024-01-29
16,Bán lẻ hàng hóa,407541.6346863023,407541.6346863023,107.32000000000002,107.32000000000002,2024-01-29
17,"Dịch vụ lưu trú, ăn uống",58885.6966744795,58885.6966744795,110.217249759853,110.217249759853,2024-01-29
18,Du lịch lữ hành,4394.7705378399705,4394.7705378399705,118.49999999999999,118.49999999999999,2024-01-29
19,Dịch vụ khác,53293,53293,111.22084201121825,111.22084201121825,2024-01-29
20,TỔNG SỐ,565786.3118553628,6231828.066259344,109.29687579262568,109.5965773063425,2023-12-29
21,Bán lẻ hàng hóa,437338.63035592524,4858615.870210709,108.57247185135219,108.581352696673,2023-12-29
22,"Dịch vụ lưu trú, ăn uống",59458.2483534158,673525.9578755653,111.94057531568455,114.70519851270528,2023-12-29
23,Du lịch lữ hành,3614.068607031424,37775.78113000788,171.29054249026805,152.46289753237488,2023-12-29
24,Dịch vụ khác,65375.36453899038,661910.4570430623,109.64189914493451,110.39878833194317,2023-12-29
25,TỔNG SỐ,552702.578496076,5667029.9526919685,110.09866237552401,109.64688848824365,2023-11-29
26,Bán lẻ hàng hóa,424981.03191004496,4420002.296759054,109.11057160974333,108.55091988893662,2023-11-29
27,"Dịch vụ lưu trú, ăn uống",60495.881221881165,616003.5777212497,118.31873801661916,115.34263566143625,2023-11-29
28,Du lịch lữ hành,3698.55485131667,34035.96505803169,170.93701364351236,150.52321821974522,2023-11-29
29,Dịch vụ khác,63527.210512833226,596988.1131536339,107.27747739715538,110.56627556616303,2023-11-29
30,TỔNG SỐ,536326.1246338341,5105422.0473272465,107.01727326962913,109.40744930910601,2023-10-29
31,Bán lẻ hàng hóa,412926.1320723341,3988902.49,106.72634022471821,108.32555870776714,2023-10-29
32,"Dịch vụ lưu trú, ăn uống",59681.29495364372,555607.0210740537,114.93883302622321,115.04811450258006,2023-10-29
33,Du lịch lữ hành,3751.784204306359,30175.799359633547,151.43162910577973,147.5723814196356,2023-10-29
34,Dịch vụ khác,59966.91340354992,530736.6806370575,100.1874336116048,110.40471083761831,2023-10-29
35,TỔNG SỐ,524595.1674463564,4567835.1591229355,107.46781009724653,109.66476280909134,2023-09-29
36,Bán lẻ hàng hóa,402432.1302450229,3572053.1238998882,107.39882059308125,108.39426346945254,2023-09-29
37,"Dịch vụ lưu trú, ăn uống",61123.04003747532,500081.0835074647,113.72261851673164,116.02537726906542,2023-09-29
38,Du lịch lữ hành,3972.802306042497,26548.9658535759,144.92905315540517,147.73562682719285,2023-09-29
39,Dịch vụ khác,57067.19485781564,469151.9858620068,100.21485853312069,111.47340201360663,2023-09-29
40,TỔNG SỐ,515412.6017443559,4043916.099202998,107.57378099217763,109.97479671268515,2023-08-29
41,Bán lẻ hàng hóa,400029.95717261854,3175523.266826435,107.4550547336016,108.72405491264642,2023-08-29
42,"Dịch vụ lưu trú, ăn uống",58679.628725476265,436263.4,110.79983982170167,115.63919677458476,2023-08-29
43,Du lịch lữ hành,3792.3,22394.10921265007,121.34529551621316,147.04537971934752,2023-08-29
44,Dịch vụ khác,52910.664828103676,409735.2690812388,104.23093384409586,112.58948297634548,2023-08-29
45,TỔNG SỐ,512167.4859049639,3529760.507265027,107.1142222215687,110.3738226585912,2023-07-29
46,Bán lẻ hàng hóa,399668.89259594237,2777689.835198842,107.0039711142985,108.99562147651392,2023-07-29
47,"Dịch vụ lưu trú, ăn uống",56335.64113136097,377249.56470740336,105.66585161950921,116.32641432532222,2023-07-29
48,Du lịch lữ hành,3620.0961278755685,18592.810285853953,106.49386022407694,153.60715204396186,2023-07-29
49,Dịch vụ khác,52542.85604978501,356228.29707292747,109.62857953823315,113.7539913007109,2023-07-29
50,TỔNG SỐ,505650.7113255509,3016763.9974479405,106.5379625963699,110.9163804212285,2023-06-29
51,Bán lẻ hàng hóa,396958.44083561294,2377224.5425217357,105.96804990724382,109.30103695585689,2023-06-29
52,"Dịch vụ lưu trú, ăn uống",54571.17634410476,321672.16952097695,106.50781172991977,118.7036124354363,2023-06-29
53,Du lịch lữ hành,2793.2624963353433,14444.787546171005,107.8414194147381,165.94080523367293,2023-06-29
54,Dịch vụ khác,51327.83164949794,303422.4978590573,111.12019427534653,114.40033423325002,2023-06-29
55,TỔNG SỐ,519020.06032347336,2527074.6931503844,111.53806754395829,112.55283618280852,2023-05-29
56,Bán lẻ hàng hóa,409338.77578948485,1993613.89246423,110.94878731486912,110.73595221986238,2023-05-29
57,"Dịch vụ lưu trú, ăn uống",54898.147774782745,268322.2034786528,112.07646860152481,122.1028914483467,2023-05-29
58,Du lịch lữ hành,2513.329518768542,11580.892962373544,140.2941205620803,189.39658918748853,2023-05-29
59,Dịch vụ khác,52269.80724043723,253557.70424512812,114.59699458698107,115.75999988798695,2023-05-29
60,TỔNG SỐ,510704.56383993785,2007251.706910686,111.51623861684507,112.77302201180089,2023-04-29
61,Bán lẻ hàng hóa,401108.11882719555,1581411.6240040248,109.68030298905322,110.48104324084807,2023-04-29
62,"Dịch vụ lưu trú, ăn uống",54855.741160442936,214825.71564398424,121.08669363971183,125.79964576052947,2023-04-29
63,Du lịch lữ hành,2308.5054512179463,9053.409188677682,186.021287323975,209.4167539363544,2023-04-29
64,Dịch vụ khác,52432.19840108144,201960.95807399927,114.69656128730028,116.45397445417214,2023-04-29
65,TỔNG SỐ,501310.0392591525,1505251.4042679658,113.4369815213115,113.86686001391028,2023-03-29
66,Bán lẻ hàng hóa,395651.36197681795,1187157.3778913328,111.28441343322397,111.39897605437726,2023-03-29
67,"Dịch vụ lưu trú, ăn uống",53418.03952386457,161142.66153151446,125.50620658398712,128.43606397556584,2023-03-29
68,Du lịch lữ hành,2163.0273065437696,6775.934775448959,213.90829579867082,219.8434021041616,2023-03-29
69,Dịch vụ khác,50077.61045192618,150175.43006966967,116.94019436816323,117.5893842107232,2023-03-29
70,TỔNG SỐ,481832.0560544001,994152.564068517,113.1563648995373,112.97038929922142,2023-02-28
71,Bán lẻ hàng hóa,377447.8815908251,781794.5972581437,110.49637691984367,110.08881265410236,2023-02-28
72,"Dịch vụ lưu trú, ăn uống",53651,109077.67769997822,127.31158805375986,131.57232828658672,2023-02-28
73,Du lịch lữ hành,2060.3649463251227,4646.421496946695,194.68725584536685,224.35961568102286,2023-02-28
74,Dịch vụ khác,48673.32196658089,98633.8676134483,118.6620099854526,116.1923183011432,2023-02-28
75,TỔNG SỐ,544828.9875902343,544828.9875902343,119.95333061308658,119.95333061308658,2023-01-29
76,Bán lẻ hàng hóa,435442,435442,118.1479868234911,118.1479868234911,2023-01-29
77,"Dịch vụ lưu trú, ăn uống",55983.35830527689,55983.35830527689,137.34163206114874,137.34163206114874,2023-01-29
78,Du lịch lữ hành,2161.324141919316,2161.324141919316,213.42705546205764,213.42705546205764,2023-01-29
79,Dịch vụ khác,51242.80838162043,51242.80838162043,116.80602553026831,116.80602553026831,2023-01-29
80,TỔNG SỐ,515821.7725744002,5679875.575965127,117.1257033338684,119.83522090411742,2022-12-29
81,Bán lẻ hàng hóa,404031.0147620458,4475854.91204579,112.75728291320601,114.37746004382817,2022-12-29
82,"Dịch vụ lưu trú, ăn uống",48850.62377790975,578684,133.35138618834173,152.52967070154986,2022-12-29
83,Du lịch lữ hành,2049.786759873651,24510.128729044412,213.254207956576,371.49753801989266,2022-12-29
84,Dịch vụ khác,60890.347274570966,600827.2404155498,136.87305926092708,136.39102563689988,2022-12-29
85,TỔNG SỐ,514105.670093569,5180535.679720272,117.45841153808867,120.49612721905811,2022-11-29
86,Bán lẻ hàng hóa,397068.0042461741,4079396.1582301045,110.6978245896437,114.75377499994286,2022-11-29
87,"Dịch vụ lưu trú, ăn uống",53366.86954765643,536301.3561111835,151.89777236960794,156.46664140551988,2022-11-29
88,Du lịch lữ hành,2465.0739761418004,22913.208694403136,408.6905110057038,406.5175967032635,2022-11-29
89,Dịch vụ khác,61205.72232359661,541924.956684581,141.48444205799177,136.838874570079,2022-11-29
90,TỔNG SỐ,486364.8302547684,4643574.530887426,117.14721770214942,120.24857345690837,2022-10-29
91,Bán lẻ hàng hóa,379271.59907338663,3675402.75011729,109.63679485762965,114.99227894703235,2022-10-29
92,"Dịch vụ lưu trú, ăn uống",44438.13951860958,467082.1018026002,152.44380171570225,151.83528138314887,2022-10-29
93,Du lịch lữ hành,2139.805942583784,19709.884416136487,523.9874657725113,391.5898777525476,2022-10-29
94,Dịch vụ khác,60515.285720188476,481379.7945513995,152.50610155779484,136.45644666348724,2022-10-29
95,TỔNG SỐ,493091.7134472128,4170221.5832736045,136.1148832452438,120.99971563418126,2022-09-29
96,Bán lẻ hàng hóa,379271.59907338663,3299989.8057092475,119.9186417864168,115.77764417144918,2022-09-29
97,"Dịch vụ lưu trú, ăn uống",53642.33789288761,430904.9497502509,229.11303257727482,154.73810497812389,2022-09-29
98,Du lịch lữ hành,3032.9255012029134,18262.312004465864,3206.2425380757772,394.86694328794056,2022-09-29
99,Dịch vụ khác,57144.85097973564,421064.51580964006,254.2065935076486,134.48622603302834,2022-09-29
100,TỔNG SỐ,481224.89766222046,3679230.024460537,150.19034554038228,119.29243068507655,2022-08-29
101,Bán lẻ hàng hóa,376593.0033486916,2925034.672445805,131.89980642944593,115.43114029724633,2022-08-29
102,"Dịch vụ lưu trú, ăn uống",53473.53567188125,377776.1172440898,285.28918564540487,148.1122578665769,2022-08-29
103,Du lịch lữ hành,3302.8017194791582,15406.93231395353,6536.898083729413,340.0838321521926,2022-08-29
104,Dịch vụ khác,47855.55692216845,361012.3024566887,297.2134615352404,124.22505985438066,2022-08-29
105,TỔNG SỐ,485984.3710760859,3205838.7208043584,142.63230745680298,115.99384209727125,2022-07-29
106,Bán lẻ hàng hóa,381453.2129742339,2556386.4146435093,129.38070900204306,113.69328028271373,2022-07-29
107,"Dịch vụ lưu trú, ăn uống",53891.536410136534,324879.2198691691,234.74726710898562,137.47599973358297,2022-07-29
108,Du lịch lữ hành,3217.2724455440025,11922.055772243111,3550.5767681054963,266.1287136272185,2022-07-29
109,Dịch vụ khác,47422.4,312651.03051943704,207.56138226193693,113.89418758693985,2022-07-29
110,TỔNG SỐ,471765.70163218596,2716999.832423795,127.30616972195948,111.7118631669493,2022-06-29
111,Bán lẻ hàng hóa,373555.692240819,2173886.887755333,121.02652283909701,111.27231264184496,2022-06-29
112,"Dịch vụ lưu trú, ăn uống",49123.70778380461,268874.6082710067,179.9569806141767,120.89079543617287,2022-06-29
113,Du lịch lữ hành,2462.9017267542913,8577.527661706754,1759.380328326674,194.40773449602665,2022-06-29
114,Dịch vụ khác,46623.39988080806,265660.8087357481,135.21019799221116,105.56225054376904,2022-06-29
115,TỔNG SỐ,477305.1762431752,2257108.874756505,122.55350800859401,109.68925743242835,2022-05-29
116,Bán lẻ hàng hóa,375367.036853723,1806754.338797058,118.34118145654607,109.83257368904384,2022-05-29
117,"Dịch vụ lưu trú, ăn uống",55068.87387647124,225837.0142358834,169.26535703227748,115.74637797939506,2022-05-29
118,Du lịch lữ hành,1531.70030733616,5755,424.2937139435346,134.69567366148905,2022-05-29
119,Dịch vụ khác,45337,218763.12583644706,115.12499169412365,102.54367210509261,2022-05-29
120,TỔNG SỐ,455494.379693028,1777434.2347870213,112.10428050941748,106.54398401747312,2022-04-29
121,Bán lẻ hàng hóa,363586.371345869,1429267.0624429262,112.38023246278664,107.64034882507056,2022-04-29
122,"Dịch vụ lưu trú, ăn uống",45488.47282196411,170953.74834003887,114.82340651439745,105.15078063175561,2022-04-29
123,Du lịch lữ hành,1240.989934231263,4323.154197791252,149.37294313084664,110.53420543787273,2022-04-29
124,Dịch vụ khác,45178.545590963644,172890.26980626478,106.71940367368053,99.38771256941774,2022-04-29
125,TỔNG SỐ,437992.32381978555,1318003.953624241,109.44239935531645,104.44183183535331,2022-03-29
126,Bán lẻ hàng hóa,352011.5797656469,1062160.5752994006,110.65298860962713,105.76287644494793,2022-03-29
127,"Dịch vụ lưu trú, ăn uống",41517.28317329817,124420.48867285324,105.86161929750197,101.18481265123569,2022-03-29
128,Du lịch lữ hành,1066,3137.520121460113,129.93680726763176,101.85608227800684,2022-03-29
129,Dịch vụ khác,43396.91127822482,128285.36953052724,103.22234013613156,97.46541939386258,2022-03-29
130,TỔNG SỐ,421833.2737900284,876034.0740559236,103.09071761807749,101.65795229824077,2022-02-28
131,Bán lẻ hàng hóa,338877.8402164304,707433.8422852186,102.4189606027975,103.1,2022-02-28
132,"Dịch vụ lưu trú, ăn uống",41507.79428543855,82269.91241750748,112.57716420763401,98.23841644001703,2022-02-28
133,Du lịch lữ hành,999.4953560546182,2012.1711563369067,139.42395573477077,89.05285507386387,2022-02-28
134,Dịch vụ khác,40448.14393210483,84318.14819686061,99.32030976336551,94.12687346468071,2022-02-28
135,TỔNG SỐ,470683.48756090197,470683.48756090197,101.26205798096322,101.26205798096322,2022-01-29
136,Bán lẻ hàng hóa,383532,383532,104.34962544715192,104.34962544715192,2022-01-29
137,"Dịch vụ lưu trú, ăn uống",41273.99166567525,41273.99166567525,88.05188518508277,88.05188518508277,2022-01-29
138,Du lịch lữ hành,992.7600632455028,992.7600632455028,64.35421321820483,64.35421321820483,2022-01-29
139,Dịch vụ khác,44884.231198431225,44884.231198431225,91.873648694544,91.873648694544,2022-01-29
140,TỔNG SỐ,458455.46428737516,4789494.884800318,101.06115705565466,96.24311406326653,2021-12-29
141,Bán lẻ hàng hóa,371723.8596513891,3950893.823582218,103.69999999999999,100.15102971256873,2021-12-29
142,"Dịch vụ lưu trú, ăn uống",40768.48691049598,397950.16200265754,90.0319198548125,80.67588143431597,2021-12-29
143,Du lịch lữ hành,855.7283727462302,6521.6456200898965,65.26817368922202,40.10014552460626,2021-12-29
144,Dịch vụ khác,45107.389352743885,434129.25359535246,92.83753199555827,83.16889545488162,2021-12-29
145,TỔNG SỐ,397069.6058951646,4128474.5969105978,87.75605970877147,91.28112532050146,2021-11-29
146,Bán lẻ hàng hóa,336117.395612523,3430625.2085352857,94.08034381910805,95.65451367573353,2021-11-29
147,"Dịch vụ lưu trú, ăn uống",30189,331498.18849884305,66.6406850722738,73.99710669112433,2021-11-29
148,Du lịch lữ hành,472.1800139611164,5531.781206178635,44.07005072154522,36.99618813024084,2021-11-29
149,Dịch vụ khác,30291.562296494045,360820,62.032694745312746,76.21909573749089,2021-11-29
150,TỔNG SỐ,357923.46692539554,3720401.1278738854,80.47815214028958,91.40263820950499,2021-10-29
151,Bán lẻ hàng hóa,304705.2510758805,3079583.763351786,86.49628091457672,95.36651523324994,2021-10-29
152,"Dịch vụ lưu trú, ăn uống",27611.77069388113,307012.20522273215,62.96867881811434,76.24077350202579,2021-10-29
153,Du lịch lữ hành,379.30103888227063,5028.398454641693,36.63492151969887,36.22538436934829,2021-10-29
154,Dịch vụ khác,25227.144116751617,328776.76084472536,53.01466771357774,77.43830582564158,2021-10-29
155,TỔNG SỐ,308801.9367452735,3367669.3915343573,71.59375298677426,92.88592379182637,2021-09-29
156,Bán lẻ hàng hóa,270796.8463622664,2779666.7799385414,79.0281256435211,96.61909682942,2021-09-29
157,"Dịch vụ lưu trú, ăn uống",19424.72986621445,279400.434528851,46.37646163457572,77.86262509832754,2021-09-29
158,Du lịch lữ hành,76.19557550834422,4630.204263480515,7.611745869485794,36.045295765382676,2021-09-29
159,Dịch vụ khác,18504.16494128427,303971.9728034844,40.419304351252315,80.63326846983317,2021-09-29
160,TỔNG SỐ,279842.8423980326,3044456.346050773,66.30487103347697,95.3098690257694,2021-08-29
161,Bán lẻ hàng hóa,249938.82865771983,2499640,74.67146508455572,98.63339382864916,2021-08-29
162,"Dịch vụ lưu trú, ăn uống",13527.737396123212,254284.73577859605,33.099951384800356,80.22795404304092,2021-08-29
163,Du lịch lữ hành,19.74136415256688,4522.960491714344,2.4413055526045406,38.186199348081544,2021-08-29
164,Dịch vụ khác,16356,286007.92055760743,35.823449678594805,86.35496325314513,2021-08-29
165,TỔNG SỐ,339361.5824115949,2791314.6300846366,80.19640871092398,100.68888817284929,2021-07-29
166,Bán lẻ hàng hóa,291774,2269694.704317125,88.57208597872824,103.18875306998201,2021-07-29
167,"Dịch vụ lưu trú, ăn uống",21185.949191731754,243597.09910675185,46.18727380994084,88.23314747022151,2021-07-29
168,Du lịch lữ hành,133.27665025959377,4545.409574879454,7.403379306071094,41.1876701745375,2021-07-29
169,Dịch vụ khác,26269.02911741721,273478,57.014703203521734,95.77498606662081,2021-07-29
170,TỔNG SỐ,381858.3515859841,2463846.0392093044,93.35452567351169,104.8867431593322,2021-06-29
171,Bán lẻ hàng hóa,316131.29031202366,1985396.6110681249,98.72897484356477,106.16316645832353,2021-06-29
172,"Dịch vụ lưu trú, ăn uống",28928.57034176971,224042.24748515853,68.9359503883098,97.31922476201913,2021-06-29
173,Du lịch lữ hành,183.22692282709104,4455.372961888403,19.578309765451763,48.241103693401186,2021-06-29
174,Dịch vụ khác,36615.26400936364,249951.8076941325,79.70295143259965,104.37819397681254,2021-06-29
